treatment,replicate,population,timestep,abundance
6,1,6,17,0.8993812032092646
6,1,6,18,0.9276466487535847
6,1,6,19,0.9926639937491994
6,1,6,20,1.1089695061136056
6,1,6,21,0.9010347069997775
6,1,6,22,0.7746526504509312
6,1,6,23,0.9282695109338097
6,1,6,24,0.8926219000744129
6,1,6,25,1.0250676886450294
6,1,6,26,0.9107715663399336
6,1,6,27,1.1145414995620762
6,1,6,28,1.0490292954166411
6,1,6,29,1.1011392048392248
6,1,6,30,1.0825331453332823
6,1,7,1,0.7652668353508064
6,1,7,2,0.9691622511681262
6,1,7,3,0.9186684752530623
6,1,7,4,0.9312836142652505
6,1,7,5,1.0426424126903586
6,1,7,6,0.9072549679655681
6,1,7,7,0.8696247515202112
6,1,7,8,0.8163516399640705
6,1,7,9,0.8967067112851512
6,1,7,10,0.9563092847974071
6,1,7,11,1.0396579807126445
6,1,7,12,0.9899831763973304
6,1,7,13,1.2320794464010303
6,1,7,14,0.9237898068487655
6,1,7,15,0.9223231512741845
6,1,7,16,0.80494084744987
6,1,7,17,0.9766128811454924
6,1,7,18,1.0460943744408524
6,1,7,19,0.9526979463377876
6,1,7,20,1.1184731406879589
6,1,7,21,0.8959929513143778
6,1,7,22,0.7909628466321341
6,1,7,23,0.8772150047980607
6,1,7,24,1.0478139555226234
6,1,7,25,1.013359532685134
6,1,7,26,0.8851240276281792
6,1,7,27,1.0974878334126612
6,1,7,28,1.1280414277950435
6,1,7,29,1.1384619547092039
6,1,7,30,1.0428589408619062
6,1,8,1,0.8073838826166637
6,1,8,2,0.9417501973612186
6,1,8,3,0.9928049680579547
6,1,8,4,0.8939774169378029
6,1,8,5,1.0177930712572003
6,1,8,6,0.9356564711931122
6,1,8,7,0.9607745014415556
6,1,8,8,0.8483186202837617
6,1,8,9,0.9281373923869669
6,1,8,10,0.9372363674003876
6,1,8,11,1.0017754348327004
6,1,8,12,0.9286151104602194
6,1,8,13,1.1262470762090129
6,1,8,14,0.9855465172880669
6,1,8,15,0.8885216281753058
6,1,8,16,0.8411565360795521
6,1,8,17,0.9309114034810918
6,1,8,18,0.9209098475365463
6,1,8,19,0.9748293899178424
6,1,8,20,1.11020811278084
6,1,8,21,0.9147549790370253
6,1,8,22,0.7837461971503964
6,1,8,23,0.9394657238793145
6,1,8,24,0.9393981720816599
6,1,8,25,1.0080286545058255
6,1,8,26,0.8744753657233045
6,1,8,27,1.132854700458827
6,1,8,28,1.0585647791977593
6,1,8,29,1.0682349040413568
6,1,8,30,1.05684709210284
